"id","text_lower","arthur","merlin","guenever","launcelot","lady_of_the_lake","galahad","mordred","tristram","ector","igraine","morgan","uther","agravaine","alisander","andred","balin","beaumains","bedivere","blamore","bleoberis","bors","boudwin","breunor","colgrevance","cote","dinadan","elias","galahalt","gareth","gawaine","isoud","kay","king_mark","king_pellinore","lionel","mador","marhaus","meliagrance","nabon","palomides","percivale","segwarides","tor","uwaine","aglovale","bragwaine","elaine","gaheris","galihodin","griflet","lanceor","lancelot","linet","lamorak","frol","pelleas","pervivale","solomon","jousting","beasts","holy_grail","excalibur_and_scabbard"
102,"soon after that king arthur was come from rome into england, then all the knights of the table round resorted unto the king, and made many jousts and tournaments, and some there were that were but knights, which increased so in arms and worship that they passed all their fellows in prowess and noble deeds, and that was well proved on many; but in especial it was proved on sir launcelot du lake, for in all tournaments and jousts and deeds of arms, both for life and death, he passed all other knights, and at no time he was never overcome but if it were by treason or enchantment; so sir launcelot increased so marvellously in worship, and in honour, therefore is he the first knight that the french book maketh mention of after king arthur came from rome. wherefore queen guenever had him in great favour above all other knights, and in certain he loved the queen again above all other ladies and damosels of his life, and for her he did many deeds of arms, and saved her from the fire through his noble chivalry.    thus sir launcelot rested him long with play and game. and then he thought himself to prove himself in strange adventures, then he bade his nephew, sir lionel, for to make him ready; for we two will seek adventures. so they mounted on their horses, armed at all rights, and rode into a deep forest and so into a deep plain. and then the weather was hot about noon, and sir launcelot had great lust to sleep. then sir lionel espied a great apple-tree that stood by an hedge, and said, brother, yonder is a fair shadow, there may we rest us [and] our horses. it is well said, fair brother, said sir launcelot, for this eight year i was not so sleepy as i am now; and so they there alighted and tied their horses unto sundry trees, and so sir launcelot laid him down under an appletree, and his helm he laid under his head. and sir lionel waked while he slept. so sir launcelot was asleep passing fast.    and in the meanwhile there came three knights riding, as fast fleeing as ever they might ride. and there followed them three but one knight. and when sir lionel saw him, him thought he saw never so great a knight, nor so well faring a man, neither so well apparelled unto all rights. so within a while this strong knight had overtaken one of these knights, and there he smote him to the cold earth that he lay still. and then he rode unto the second knight, and smote him so that man and horse fell down. and then straight to the third knight he rode, and smote him behind his horse’s arse a spear length. and then he alighted down and reined his horse on the bridle, and bound all the three knights fast with the reins of their own bridles. when sir lionel saw him do thus, he thought to assay him, and made him ready, and stilly and privily he took his horse, and thought not for to awake sir launcelot. and when he was mounted upon his horse, he overtook this strong knight, and bade him turn, and the other smote sir lionel so hard that horse and man he bare to the earth, and so he alighted down and bound him fast, and threw him overthwart his own horse, and so he served them all four, and rode with them away to his own castle. and when he came there he gart unarm them, and beat them with thorns all naked, and after put them in a deep prison where were many more knights, that made great dolour.","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1"
103,"when sir ector de maris wist that sir launcelot was passed out of the court to seek adventures, he was wroth with himself, and made him ready to seek sir launcelot, and as he had ridden long in a great forest he met with a man was like a forester. fair fellow, said sir ector, knowest thou in this country any adventures that be here nigh hand? sir, said the forester, this country know i well, and hereby, within this mile, is a strong manor, and well dyked, and by that manor, on the left hand, there is a fair ford for horses to drink of, and over that ford there groweth a fair tree, and thereon hang many fair shields that wielded sometime good knights, and at the hole of the tree hangeth a basin of copper and latten, and strike upon that basin with the butt of thy spear thrice, and soon after thou shalt hear new tidings, and else hast thou the fairest grace that many a year had ever knight that passed through this forest. gramercy, said sir ector, and departed and came to the tree, and saw many fair shields. and among them he saw his brother’s shield, sir lionel, and many more that he knew that were his fellows of the round table, the which grieved his heart, and promised to revenge his brother.    then anon sir ector beat on the basin as he were wood, and then he gave his horse drink at the ford, and there came a knight behind him and bade him come out of the water and make him ready; and sir ector anon turned him shortly, and in feuter cast his spear, and smote the other knight a great buffet that his horse turned twice about. this was well done, said the strong knight, and knightly thou hast stricken me; and therewith he rushed his horse on sir ector, and cleight him under his right arm, and bare him clean out of the saddle, and rode with him away into his own hall, and threw him down in midst of the floor. the name of this knight was sir turquine. then he said unto sir ector, for thou hast done this day more unto me than any knight did these twelve years, now will i grant thee thy life, so thou wilt be sworn to be my prisoner all thy life days. nay, said sir ector, that will i never promise thee, but that i will do mine advantage. that me repenteth, said sir turquine. and then he gart to unarm him, and beat him with thorns all naked, and sithen put him down in a deep dungeon, where he knew many of his fellows. but when sir ector saw sir lionel, then made he great sorrow. alas, brother, said sir ector, where is my brother sir launcelot? fair brother, i left him asleep when that i from him yode, under an apple-tree, and what is become of him i cannot tell you. alas, said the knights, but sir launcelot help us we may never be delivered, for we know now no knight that is able to match our master turquine.","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
104,"now leave we these knights prisoners, and speak we of sir launcelot du lake that lieth under the apple-tree sleeping. even about the noon there came by him four queens of great estate; and, for the heat should not annoy them, there rode four knights about them, and bare a cloth of green silk on four spears, betwixt them and the sun, and the queens rode on four white mules. thus as they rode they heard by them a great horse grimly neigh, then were they ware of a sleeping knight, that lay all armed under an apple-tree; anon as these queens looked on his face, they knew it was sir launcelot. then they began for to strive for that knight, everych one said they would have him to her love. we shall not strive, said morgan le fay, that was king arthur’s sister, i shall put an enchantment upon him that he shall not awake in six hours, and then i will lead him away unto my castle, and when he is surely within my hold, i shall take the enchantment from him, and then let him choose which of us he will have unto paramour.    so this enchantment was cast upon sir launcelot, and then they laid him upon his shield, and bare him so on horseback betwixt two knights, and brought him unto the castle chariot, and there they laid him in a chamber cold, and at night they sent unto him a fair damosel with his supper ready dight. by that the enchantment was past, and when she came she saluted him, and asked him what cheer. i cannot say, fair damosel, said sir launcelot, for i wot not how i came into this castle but it be by an enchantment. sir, said she, ye must make good cheer, and if ye be such a knight as it is said ye be, i shall tell you more to-morn by prime of the day. gramercy, fair damosel, said sir launcelot, of your good will i require you. and so she departed. and there he lay all that night without comfort of anybody. and on the morn early came these four queens, passingly well beseen, all they bidding him good morn, and he them again.    sir knight, the four queens said, thou must understand thou art our prisoner, and we here know thee well that thou art sir launcelot du lake, king ban’s son, and because we understand your worthiness, that thou art the noblest knight living, and as we know well there can no lady have thy love but one, and that is queen guenever, and now thou shalt lose her for ever, and she thee, and therefore thee behoveth now to choose one of us four. i am the queen morgan le fay, queen of the land of gore, and here is the queen of northgalis, and the queen of eastland, and the queen of the out isles; now choose one of us which thou wilt have to thy paramour, for thou mayest not choose or else in this prison to die. this is an hard case, said sir launcelot, that either i must die or else choose one of you, yet had i liefer to die in this prison with worship, than to have one of you to my paramour maugre my head. and therefore ye be answered, i will none of you, for ye be false enchantresses, and as for my lady, dame guenever, were i at my liberty as i was, i would prove it on you or on yours, that she is the truest lady unto her lord living. well, said the queens, is this your answer, that ye will refuse us. yea, on my life, said sir launcelot, refused ye be of me. so they departed and left him there alone that made great sorrow.","","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
105,"right so at the noon came the damosel unto him with his dinner, and asked him what cheer. truly, fair damosel, said sir launcelot, in my life days never so ill. sir, she said, that me repenteth, but an ye will be ruled by me, i shall help you out of this distress, and ye shall have no shame nor villainy, so that ye hold me a promise. fair damosel, i will grant you, and sore i am of these queen-sorceresses afeard, for they have destroyed many a good knight. sir, said she, that is sooth, and for the renown and bounty that they hear of you they would have your love, and sir, they say, your name is sir launcelot du lake, the flower of knights, and they be passing wroth with you that ye have refused them. but sir, an ye would promise me to help my father on tuesday next coming, that hath made a tournament betwixt him and the king of northgalis—for the last tuesday past my father lost the field through three knights of arthur’s court—an ye will be there on tuesday next coming, and help my father, to-morn or prime, by the grace of god, i shall deliver you clean. fair maiden, said sir launcelot, tell me what is your father’s name, and then shall i give you an answer. sir knight, she said, my father is king bagdemagus, that was foul rebuked at the last tournament. i know your father well, said sir launcelot, for a noble king and a good knight, and by the faith of my body, ye shall have my body ready to do your father and you service at that day. sir, she said, gramercy, and to-morn await ye be ready betimes and i shall be she that shall deliver you and take you your armour and your horse, shield and spear, and hereby within this ten mile, is an abbey of white monks, there i pray you that ye me abide, and thither shall i bring my father unto you. all this shall be done, said sir launcelot as i am true knight.    and so she departed, and came on the morn early, and found him ready; then she brought him out of twelve locks, and brought him unto his armour, and when he was clean armed, she brought him until his own horse, and lightly he saddled him and took a great spear in his hand and so rode forth, and said, fair damosel, i shall not fail you, by the grace of god. and so he rode into a great forest all that day, and never could find no highway and so the night fell on him, and then was he ware in a slade, of a pavilion of red sendal. by my faith, said sir launcelot, in that pavilion will i lodge all this night, and so there he alighted down, and tied his horse to the pavilion, and there he unarmed him, and there he found a bed, and laid him therein and fell asleep sadly.","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
106,"then within an hour there came the knight to whom the pavilion ought, and he weened that his leman had lain in that bed, and so he laid him down beside sir launcelot, and took him in his arms and began to kiss him. and when sir launcelot felt a rough beard kissing him, he started out of the bed lightly, and the other knight after him, and either of them gat their swords in their hands, and out at the pavilion door went the knight of the pavilion, and sir launcelot followed him, and there by a little slake sir launcelot wounded him sore, nigh unto the death. and then he yielded him unto sir launcelot, and so he granted him, so that he would tell him why he came into the bed. sir, said the knight, the pavilion is mine own, and there this night i had assigned my lady to have slept with me, and now i am likely to die of this wound. that me repenteth, said launcelot, of your hurt, but i was adread of treason, for i was late beguiled, and therefore come on your way into your pavilion and take your rest, and as i suppose i shall staunch your blood. and so they went both into the pavilion, and anon sir launcelot staunched his blood.    therewithal came the knight’s lady, that was a passing fair lady, and when she espied that her lord belleus was sore wounded, she cried out on sir launcelot, and made great dole out of measure. peace, my lady and my love, said belleus, for this knight is a good man, and a knight adventurous, and there he told her all the cause how he was wounded; and when that i yielded me unto him, he left me goodly and hath staunched my blood. sir, said the lady, i require thee tell me what knight ye be, and what is your name? fair lady, he said, my name is sir launcelot du lake. so me thought ever by your speech, said the lady, for i have seen you oft or this, and i know you better than ye ween. but now an ye would promise me of your courtesy, for the harms that ye have done to me and my lord belleus, that when he cometh unto arthur’s court for to cause him to be made knight of the round table, for he is a passing good man of arms, and a mighty lord of lands of many out isles.    fair lady, said sir launcelot, let him come unto the court the next high feast, and look that ye come with him, and i shall do my power, an ye prove you doughty of your hands, that ye shall have your desire. so thus within a while, as they thus talked, the night passed, and the day shone, and then sir launcelot armed him, and took his horse, and they taught him to the abbey, and thither he rode within the space of two hours.","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
107,"and soon as sir launcelot came within the abbey yard, the daughter of king bagdemagus heard a great horse go on the pavement. and she then arose and yede unto a window, and there she saw sir launcelot, and anon she made men fast to take his horse from him and let lead him into a stable, and himself was led into a fair chamber, and unarmed him, and the lady sent him a long gown, and anon she came herself. and then she made launcelot passing good cheer, and she said he was the knight in the world was most welcome to her. then in all haste she sent for her father bagdemagus that was within twelve mile of that abbey, and afore even he came, with a fair fellowship of knights with him. and when the king was alighted off his horse he yode straight unto sir launcelot’s chamber and there he found his daughter, and then the king embraced sir launcelot in his arms, and either made other good cheer.    anon sir launcelot made his complaint unto the king how he was betrayed, and how his brother sir lionel was departed from him he wist not where, and how his daughter had delivered him out of prison; therefore while i live i shall do her service and all her kindred. then am i sure of your help, said the king, on tuesday next coming. yea, sir, said sir launcelot, i shall not fail you, for so i have promised my lady your daughter. but, sir, what knights be they of my lord arthur’s that were with the king of northgalis? and the king said it was sir mador de la porte, and sir mordred and sir gahalantine that all for-fared my knights, for against them three i nor my knights might bear no strength. sir, said sir launcelot, as i hear say that the tournament shall be here within this three mile of this abbey, ye shall send unto me three knights of yours, such as ye trust, and look that the three knights have all white shields, and i also, and no painture on the shields, and we four will come out of a little wood in midst of both parties, and we shall fall in the front of our enemies and grieve them that we may; and thus shall i not be known what knight i am.    so they took their rest that night, and this was on the sunday, and so the king departed, and sent unto sir launcelot three knights with the four white shields. and on the tuesday they lodged them in a little leaved wood beside there the tournament should be. and there were scaffolds and holes that lords and ladies might behold and to give the prize. then came into the field the king of northgalis with eight score helms. and then the three knights of arthur’s stood by themselves. then came into the field king bagdemagus with four score of helms. and then they feutred their spears, and came together with a great dash, and there were slain of knights at the first recounter twelve of king bagdemagus’ party, and six of the king of northgalis’ party, and king bagdemagus’ party was far set aback.","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
108,"with that came sir launcelot du lake, and he thrust in with his spear in the thickest of the press, and there he smote down with one spear five knights, and of four of them he brake their backs. and in that throng he smote down the king of northgalis, and brake his thigh in that fall. all this doing of sir launcelot saw the three knights of arthur’s. yonder is a shrewd guest, said sir mador de la porte, therefore have here once at him. so they encountered, and sir launcelot bare him down horse and man, so that his shoulder went out of lith. now befalleth it to me to joust, said mordred, for sir mador hath a sore fall. sir launcelot was ware of him, and gat a great spear in his hand, and met him, and sir mordred brake a spear upon him, and sir launcelot gave him such a buffet that the arson of his saddle brake, and so he flew over his horse’s tail, that his helm butted into the earth a foot and more, that nigh his neck was broken, and there he lay long in a swoon.    then came in sir gahalantine with a great spear and launcelot against him, with all their strength that they might drive, that both their spears to-brast even to their hands, and then they flang out with their swords and gave many a grim stroke. then was sir launcelot wroth out of measure, and then he smote sir gahalantine on the helm that his nose brast out on blood, and ears and mouth both, and therewith his head hung low. and therewith his horse ran away with him, and he fell down to the earth. anon therewithal sir launcelot gat a great spear in his hand, and or ever that great spear brake, he bare down to the earth sixteen knights, some horse and man, and some the man and not the horse, and there was none but that he hit surely, he bare none arms that day. and then he gat another great spear, and smote down twelve knights, and the most part of them never throve after. and then the knights of the king of northgalis would joust no more. and there the gree was given to king bagdemagus.    so either party departed unto his own place, and sir launcelot rode forth with king bagdemagus unto his castle, and there he had passing good cheer both with the king and with his daughter, and they proffered him great gifts. and on the morn he took his leave, and told the king that he would go and seek his brother sir lionel, that went from him when that he slept, so he took his horse, and betaught them all to god. and there he said unto the king’s daughter, if ye have need any time of my service i pray you let me have knowledge, and i shall not fail you as i am true knight. and so sir launcelot departed, and by adventure he came into the same forest there he was taken sleeping. and in the midst of a highway he met a damosel riding on a white palfrey, and there either saluted other. fair damosel, said sir launcelot, know ye in this country any adventures? sir knight, said that damosel, here are adventures near hand, an thou durst prove them. why should i not prove adventures? said sir launcelot for that cause come i hither. well, said she, thou seemest well to be a good knight, and if thou dare meet with a good knight, i shall bring thee where is the best knight, and the mightiest that ever thou found, so thou wilt tell me what is thy name, and what knight thou art. damosel, as for to tell thee my name i take no great force; truly my name is sir launcelot du lake. sir, thou beseemest well, here be adventures by that fall for thee, for hereby dwelleth a knight that will not be overmatched for no man i know but ye overmatch him, and his name is sir turquine. and, as i understand, he hath in his prison, of arthur’s court, good knights three score and four, that he hath won with his own hands. but when ye have done that journey ye shall promise me as ye are a true knight for to go with me, and to help me and other damosels that are distressed daily with a false knight. all your intent, damosel, and desire i will fulfil, so ye will bring me unto this knight. now, fair knight, come on your way; and so she brought him unto the ford and the tree where hung the basin.    so sir launcelot let his horse drink, and then he beat on the basin with the butt of his spear so hard with all his might till the bottom fell out, and long he did so, but he saw nothing. then he rode endlong the gates of that manor nigh half-an-hour. and then was he ware of a great knight that drove an horse afore him, and overthwart the horse there lay an armed knight bound. and ever as they came near and near, sir launcelot thought he should know him. then sir launcelot was ware that it was sir gaheris, gawaine’s brother, a knight of the table round. now, fair damosel, said sir launcelot, i see yonder cometh a knight fast bounden that is a fellow of mine, and brother he is unto sir gawaine. and at the first beginning i promise you, by the leave of god, to rescue that knight; but if his master sit better in the saddle i shall deliver all the prisoners that he hath out of danger, for i am sure he hath two brethren of mine prisoners with him. by that time that either had seen other, they gripped their spears unto them. now, fair knight, said sir launcelot, put that wounded knight off the horse, and let him rest awhile, and let us two prove our strengths; for as it is informed me, thou doest and hast done great despite and shame unto knights of the round table, and therefore now defend thee. an thou be of the table round, said turquine, i defy thee and all thy fellowship. that is overmuch said, said sir launcelot.","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1"
109,"and then they put their spears in the rests, and came together with their horses as fast as they might run, and either smote other in midst of their shields, that both their horses’ backs brast under them, and the knights were both stonied. and as soon as they might avoid their horses, they took their shields afore them, and drew out their swords, and came together eagerly, and either gave other many strong strokes, for there might neither shields nor harness hold their strokes. and so within a while they had both grimly wounds, and bled passing grievously. thus they fared two hours or more trasing and rasing either other, where they might hit any bare place.    then at the last they were breathless both, and stood leaning on their swords. now fellow, said sir turquine, hold thy hand a while, and tell me what i shall ask thee. say on. then turquine said, thou art the biggest man that ever i met withal, and the best breathed, and like one knight that i hate above all other knights; so be it that thou be not he i will lightly accord with thee, and for thy love i will deliver all the prisoners that i have, that is three score and four, so thou wilt tell me thy name. and thou and i we will be fellows together, and never to fail thee while that i live. it is well said, said sir launcelot, but sithen it is so that i may have thy friendship, what knight is he that thou so hatest above all other? faithfully, said sir turquine, his name is sir launcelot du lake, for he slew my brother, sir carados, at the dolorous tower, that was one of the best knights alive; and therefore him i except of all knights, for may i once meet with him, the one of us shall make an end of other, i make mine avow. and for sir launcelot’s sake i have slain an hundred good knights, and as many i have maimed all utterly that they might never after help themselves, and many have died in prison, and yet have i three score and four, and all shall be delivered so thou wilt tell me thy name, so be it that thou be not sir launcelot.    now, see i well, said sir launcelot, that such a man i might be, i might have peace, and such a man i might be, that there should be war mortal betwixt us. and now, sir knight, at thy request i will that thou wit and know that i am launcelot du lake, king ban’s son of benwick, and very knight of the table round. and now i defy thee, and do thy best. ah, said turquine, launcelot, thou art unto me most welcome that ever was knight, for we shall never depart till the one of us be dead. then they hurtled together as two wild bulls rushing and lashing with their shields and swords, that sometime they fell both over their noses. thus they fought still two hours and more, and never would have rest, and sir turquine gave sir launcelot many wounds that all the ground thereas they fought was all bespeckled with blood.","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
110,"then at the last sir turquine waxed faint, and gave somewhat aback, and bare his shield low for weariness. that espied sir launcelot, and leapt upon him fiercely and gat him by the beaver of his helmet, and plucked him down on his knees, and anon he raced off his helm, and smote his neck in sunder. and when sir launcelot had done this, he yode unto the damosel and said, damosel, i am ready to go with you where ye will have me, but i have no horse. fair sir, said she, take this wounded knight’s horse and send him into this manor, and command him to deliver all the prisoners. so sir launcelot went unto gaheris, and prayed him not to be aggrieved for to lend him his horse. nay, fair lord, said gaheris, i will that ye take my horse at your own commandment, for ye have both saved me and my horse, and this day i say ye are the best knight in the world, for ye have slain this day in my sight the mightiest man and the best knight except you that ever i saw, and, fair sir, said gaheris, i pray you tell me your name. sir, my name is sir launcelot du lake, that ought to help you of right for king arthur’s sake, and in especial for my lord sir gawaine’s sake, your own dear brother; and when that ye come within yonder manor, i am sure ye shall find there many knights of the round table, for i have seen many of their shields that i know on yonder tree. there is kay’s shield, and sir brandel’s shield, and sir marhaus’ shield, and sir galind’s shield, and sir brian de listnois’ shield, and sir aliduke’s shield, with many more that i am not now advised of, and also my two brethren’s shields, sir ector de maris and sir lionel; wherefore i pray you greet them all from me, and say that i bid them take such stuff there as they find, and that in any wise my brethren go unto the court and abide me there till that i come, for by the feast of pentecost i cast me to be there, for as at this time i must ride with this damosel for to save my promise.    and so he departed from gaheris, and gaheris yede in to the manor, and there he found a yeoman porter keeping there many keys. anon withal sir gaheris threw the porter unto the ground and took the keys from him, and hastily he opened the prison door, and there he let out all the prisoners, and every man loosed other of their bonds. and when they saw sir gaheris, all they thanked him, for they weened that he was wounded. not so, said gaheris, it was launcelot that slew him worshipfully with his own hands. i saw it with mine own eyes. and he greeteth you all well, and prayeth you to haste you to the court; and as unto sir lionel and ector de maris he prayeth you to abide him at the court. that shall we not do, says his brethren, we will find him an we may live. so shall i, said sir kay, find him or i come at the court, as i am true knight.    then all those knights sought the house thereas the armour was, and then they armed them, and every knight found his own horse, and all that ever longed unto him. and when this was done, there came a forester with four horses laden with fat venison. anon, sir kay said, here is good meat for us for one meal, for we had not many a day no good repast. and so that venison was roasted, baken, and sodden, and so after supper some abode there all night, but sir lionel and ector de maris and sir kay rode after sir launcelot to find him if they might.","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
111,"now turn we unto sir launcelot, that rode with the damosel in a fair highway. sir, said the damosel, here by this way haunteth a knight that distressed all ladies and gentlewomen, and at the least he robbeth them or lieth by them. what, said sir launcelot, is he a thief and a knight and a ravisher of women? he doth shame unto the order of knighthood, and contrary unto his oath; it is pity that he liveth. but, fair damosel, ye shall ride on afore, yourself, and i will keep myself in covert, and if that he trouble you or distress you i shall be your rescue and learn him to be ruled as a knight.    so the maid rode on by the way a soft ambling pace, and within a while came out that knight on horseback out of the wood, and his page with him, and there he put the damosel from her horse, and then she cried. with that came launcelot as fast as he might till he came to that knight, saying, o thou false knight and traitor unto knighthood, who did learn thee to distress ladies and gentlewomen? when the knight saw sir launcelot thus rebuking him he answered not, but drew his sword and rode unto sir launcelot, and sir launcelot threw his spear from him, and drew out his sword, and struck him such a buffet on the helmet that he clave his head and neck unto the throat. now hast thou thy payment that long thou hast deserved! that is truth, said the damosel, for like as sir turquine watched to destroy knights, so did this knight attend to destroy and distress ladies, damosels, and gentlewomen, and his name was sir peris de forest savage. now, damosel, said sir launcelot, will ye any more service of me? nay, sir, she said, at this time, but almighty jesu preserve you wheresomever ye ride or go, for the curteist knight thou art, and meekest unto all ladies and gentlewomen, that now liveth. but one thing, sir knight, methinketh ye lack, ye that are a knight wifeless, that he will not love some maiden or gentlewoman, for i could never hear say that ever ye loved any of no manner degree, and that is great pity; but it is noised that ye love queen guenever, and that she hath ordained by enchantment that ye shall never love none other but her, nor none other damosel nor lady shall rejoice you; wherefore many in this land, of high estate and low, make great sorrow.    fair damosel, said sir launcelot, i may not warn people to speak of me what it pleaseth them; but for to be a wedded man, i think it not; for then i must couch with her, and leave arms and tournaments, battles, and adventures; and as for to say for to take my pleasaunce with paramours, that will i refuse in principal for dread of god; for knights that be adventurous or lecherous shall not be happy nor fortunate unto the wars, for other they shall be overcome with a simpler knight than they be themselves, other else they shall by unhap and their cursedness slay better men than they be themselves. and so who that useth paramours shall be unhappy, and all thing is unhappy that is about them.    and so sir launcelot and she departed. and then he rode in a deep forest two days and more, and had strait lodging. so on the third day he rode over a long bridge, and there stert upon him suddenly a passing foul churl, and he smote his horse on the nose that he turned about, and asked him why he rode over that bridge without his licence. why should i not ride this way? said sir launcelot, i may not ride beside. thou shalt not choose, said the churl, and lashed at him with a great club shod with iron. then sir launcelot drew his sword and put the stroke aback, and clave his head unto the paps. at the end of the bridge was a fair village, and all the people, men and women, cried on sir launcelot, and said, a worse deed didst thou never for thyself, for thou hast slain the chief porter of our castle. sir launcelot let them say what they would, and straight he went into the castle; and when he came into the castle he alighted, and tied his horse to a ring on the wall and there he saw a fair green court, and thither he dressed him, for there him thought was a fair place to fight in. so he looked about, and saw much people in doors and windows that said, fair knight, thou art unhappy.","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
